"","case","year","month","date","time","location","age","race","gender","type","history","history_num","bond","detention","trial","trial_status","result"
"769",769,2022,12,2022-12-02,"After","Other Place",26,"White","Male","Violent",0,1,1500,3,FALSE,"n/a","Guilty Plea"
"770",770,2021,11,2021-11-17,"After","Other Place",20,"White","Male","A",1,4,4000,1,FALSE,"n/a","Dismissed"
"771",771,2018,8,2018-08-06,"Before","Harris County",30,"Black","Male","B",1,5,2500,16,FALSE,"n/a","Dismissed"
"772",772,2020,6,2020-06-04,"After","Harris County",41,"Black","Male","Violent",1,2,0,1,FALSE,"n/a","Guilty Plea"
"773",773,2020,7,2020-07-17,"After","Other Place",31,"White","Male","B",1,5,2500,4,FALSE,"n/a","Guilty Plea"
"774",774,2020,6,2020-06-26,"After","Harris County",36,"Latinx","Male","B",1,16,0,1,FALSE,"n/a","Dismissed"
"775",775,2017,5,2017-05-08,"Before","Harris County",21,"White","Male","B",1,2,1000,56,FALSE,"n/a","Guilty Plea"
"776",776,2021,6,2021-06-10,"After","Other Place",31,"White","Male","Violent",1,27,10000,4,FALSE,"n/a","Guilty Plea"
"777",777,2017,2,2017-02-26,"Before","Harris County",38,"White","Male","Violent",0,1,1500,11,FALSE,"n/a","Dismissed"
"778",778,2019,6,2019-06-02,"Before","Harris County",24,"Latinx","Male","B",0,1,500,116,FALSE,"n/a","Dismissed"
"779",779,2021,1,2021-01-07,"After","Other Place",32,"Black","Male","A",0,1,1000,1,FALSE,"n/a","Guilty Plea"
"780",780,2022,12,2022-12-09,"After","Other Place",31,"White","Male","B",1,4,2000,4,FALSE,"n/a","Guilty Plea"
"781",781,2022,11,2022-11-04,"After","Harris County",35,"Black","Male","B",1,12,0,1,FALSE,"n/a","Guilty Plea"
"782",782,2021,7,2021-07-21,"After","Harris County",24,"Black","Female","B",1,4,0,1,FALSE,"n/a","Guilty Plea"
"783",783,2019,6,2019-06-23,"Before","Harris County",25,"Latinx","Male","Violent",1,2,3000,5,FALSE,"n/a","Dismissed"
"784",784,2020,9,2020-09-15,"After","Other Place",22,"White","Male","B",1,15,5000,65,FALSE,"n/a","Dismissed"
"785",785,2022,10,2022-10-18,"After","Other Place",30,"Black","Female","A",1,10,5000,1,FALSE,"n/a","Dismissed"
"786",786,2019,1,2019-01-04,"Before","Other Place",34,"Black","Male","Violent",1,7,10000,1,FALSE,"n/a","Guilty Plea"
"787",787,2021,6,2021-06-03,"After","Other Place",30,"Latinx","Male","Violent",1,11,10000,27,FALSE,"n/a","Guilty Plea"
"788",788,2020,6,2020-06-19,"After","Other Place",27,"Black","Male","Violent",0,1,1500,93,FALSE,"n/a","Guilty Plea"
"789",789,2021,8,2021-08-05,"After","Other Place",39,"Latinx","Male","B",1,7,3500,8,TRUE,"Released","Convicted"
"790",790,2017,5,2017-05-10,"Before","Other Place",31,"Black","Male","Violent",0,1,1500,12,FALSE,"n/a","Guilty Plea"
"791",791,2018,7,2018-07-22,"Before","Harris County",29,"White","Male","A",1,2,2000,75,FALSE,"n/a","Guilty Plea"
"792",792,2022,5,2022-05-05,"After","Other Place",29,"Latinx","Female","A",1,13,5000,109,FALSE,"n/a","Guilty Plea"
"793",793,2017,12,2017-12-21,"Before","Other Place",24,"White","Male","B",1,4,2000,5,FALSE,"n/a","Guilty Plea"
"794",794,2022,10,2022-10-17,"After","Other Place",44,"Black","Male","B",1,4,2000,1,FALSE,"n/a","Dismissed"
"795",795,2018,1,2018-01-14,"Before","Other Place",29,"Black","Male","A",1,15,5000,39,FALSE,"n/a","Guilty Plea"
"796",796,2018,10,2018-10-24,"Before","Harris County",21,"Black","Male","B",1,7,3500,5,FALSE,"n/a","Guilty Plea"
"797",797,2019,10,2019-10-09,"Before","Other Place",36,"Latinx","Male","Violent",1,6,9000,10,FALSE,"n/a","Guilty Plea"
"798",798,2022,8,2022-08-29,"After","Harris County",26,"Black","Male","B",1,4,0,1,FALSE,"n/a","Dismissed"
"799",799,2021,10,2021-10-09,"After","Other Place",18,"Latinx","Male","B",1,5,2500,1,FALSE,"n/a","Guilty Plea"
"800",800,2017,1,2017-01-09,"Before","Other Place",34,"Black","Male","A",1,2,2000,9,FALSE,"n/a","Guilty Plea"
"801",801,2021,1,2021-01-29,"After","Other Place",22,"White","Male","A",0,1,1000,79,FALSE,"n/a","Dismissed"
"802",802,2017,3,2017-03-06,"Before","Harris County",54,"White","Male","Violent",1,12,10000,45,FALSE,"n/a","Guilty Plea"
"803",803,2018,10,2018-10-17,"Before","Harris County",32,"White","Male","Violent",1,4,6000,53,FALSE,"n/a","Dismissed"
"804",804,2022,8,2022-08-10,"After","Harris County",20,"Black","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"805",805,2021,12,2021-12-15,"After","Other Place",30,"White","Male","B",1,5,2500,1,FALSE,"n/a","Dismissed"
"806",806,2019,11,2019-11-22,"Before","Harris County",36,"Latinx","Male","B",0,1,500,30,FALSE,"n/a","Dismissed"
"807",807,2019,2,2019-02-12,"Before","Harris County",35,"Black","Male","B",1,9,4500,6,FALSE,"n/a","Guilty Plea"
"808",808,2017,4,2017-04-12,"Before","Other Place",28,"Latinx","Male","B",1,13,5000,16,FALSE,"n/a","Guilty Plea"
"809",809,2019,4,2019-04-06,"Before","Other Place",43,"Black","Male","A",1,8,5000,42,FALSE,"n/a","Dismissed"
"810",810,2022,10,2022-10-31,"After","Harris County",36,"Black","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"811",811,2022,6,2022-06-20,"After","Harris County",31,"Other","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"812",812,2017,8,2017-08-15,"Before","Other Place",26,"Black","Male","Violent",0,1,1500,16,FALSE,"n/a","Guilty Plea"
"813",813,2021,5,2021-05-19,"After","Other Place",25,"White","Male","B",1,8,4000,26,TRUE,"Released","Acquitted"
"814",814,2019,7,2019-07-26,"Before","Other Place",44,"Black","Male","Violent",1,5,7500,12,FALSE,"n/a","Guilty Plea"
"815",815,2018,6,2018-06-09,"Before","Other Place",47,"Black","Male","B",1,6,3000,31,FALSE,"n/a","Guilty Plea"
"816",816,2017,9,2017-09-13,"Before","Harris County",32,"White","Male","B",0,1,500,64,FALSE,"n/a","Guilty Plea"
"817",817,2017,11,2017-11-01,"Before","Harris County",25,"Latinx","Male","Violent",1,3,4500,53,FALSE,"n/a","Dismissed"
"818",818,2020,1,2020-01-30,"After","Other Place",36,"White","Male","Violent",1,3,4500,14,FALSE,"n/a","Guilty Plea"
"819",819,2020,9,2020-09-28,"After","Harris County",37,"White","Male","Violent",1,7,0,1,FALSE,"n/a","Guilty Plea"
"820",820,2018,5,2018-05-30,"Before","Other Place",33,"White","Female","B",1,4,2000,23,FALSE,"n/a","Guilty Plea"
"821",821,2020,7,2020-07-28,"After","Harris County",23,"White","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"822",822,2022,11,2022-11-10,"After","Harris County",34,"White","Female","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"823",823,2017,11,2017-11-04,"Before","Other Place",28,"Black","Male","A",1,5,5000,2,FALSE,"n/a","Dismissed"
"824",824,2021,12,2021-12-27,"After","Other Place",34,"Latinx","Female","Violent",1,5,7500,16,FALSE,"n/a","Guilty Plea"
"825",825,2020,9,2020-09-13,"After","Other Place",51,"White","Male","B",0,1,500,14,FALSE,"n/a","Guilty Plea"
"826",826,2018,1,2018-01-19,"Before","Other Place",31,"White","Male","Violent",1,2,3000,13,FALSE,"n/a","Guilty Plea"
"827",827,2022,10,2022-10-11,"After","Other Place",28,"Black","Male","B",1,25,5000,72,FALSE,"n/a","Guilty Plea"
"828",828,2018,8,2018-08-18,"Before","Other Place",45,"Black","Male","Violent",1,6,9000,24,FALSE,"n/a","Guilty Plea"
"829",829,2019,9,2019-09-01,"Before","Harris County",20,"White","Male","Violent",1,3,4500,8,FALSE,"n/a","Dismissed"
"830",830,2017,7,2017-07-25,"Before","Other Place",44,"Black","Male","A",1,2,2000,83,FALSE,"n/a","Guilty Plea"
"831",831,2018,12,2018-12-28,"Before","Harris County",28,"Other","Male","A",1,7,5000,23,FALSE,"n/a","Guilty Plea"
"832",832,2021,2,2021-02-02,"After","Harris County",26,"Black","Male","B",1,10,0,1,FALSE,"n/a","Guilty Plea"
"833",833,2019,10,2019-10-12,"Before","Other Place",28,"Black","Male","Violent",0,1,1500,1,FALSE,"n/a","Guilty Plea"
"834",834,2022,3,2022-03-17,"After","Harris County",28,"White","Male","Violent",1,6,0,1,FALSE,"n/a","Guilty Plea"
"835",835,2022,7,2022-07-17,"After","Other Place",47,"Latinx","Female","B",1,6,3000,316,FALSE,"n/a","Dismissed"
"836",836,2017,5,2017-05-07,"Before","Harris County",33,"White","Male","B",1,5,2500,85,FALSE,"n/a","Guilty Plea"
"837",837,2020,9,2020-09-09,"After","Harris County",39,"Black","Male","Violent",1,8,0,1,FALSE,"n/a","Dismissed"
"838",838,2021,7,2021-07-15,"After","Other Place",29,"Latinx","Male","Violent",1,5,7500,71,FALSE,"n/a","Guilty Plea"
"839",839,2017,10,2017-10-02,"Before","Harris County",32,"Black","Male","Violent",1,8,10000,60,FALSE,"n/a","Guilty Plea"
"840",840,2020,4,2020-04-23,"After","Other Place",43,"Black","Female","B",1,3,1500,10,FALSE,"n/a","Guilty Plea"
"841",841,2019,1,2019-01-31,"Before","Other Place",44,"Black","Male","B",1,2,1000,11,FALSE,"n/a","Guilty Plea"
"842",842,2017,5,2017-05-06,"Before","Harris County",47,"White","Male","B",1,6,3000,17,FALSE,"n/a","Guilty Plea"
"843",843,2017,7,2017-07-29,"Before","Harris County",35,"White","Male","B",1,5,2500,4,FALSE,"n/a","Dismissed"
"844",844,2021,10,2021-10-24,"After","Other Place",20,"Black","Male","B",1,4,2000,2,FALSE,"n/a","Guilty Plea"
"845",845,2017,9,2017-09-29,"Before","Harris County",46,"White","Male","B",0,1,500,5,FALSE,"n/a","Guilty Plea"
"846",846,2017,8,2017-08-01,"Before","Harris County",37,"White","Male","Violent",1,2,3000,76,FALSE,"n/a","Guilty Plea"
"847",847,2021,7,2021-07-16,"After","Harris County",24,"Black","Male","B",1,8,0,1,FALSE,"n/a","Guilty Plea"
"848",848,2017,1,2017-01-19,"Before","Other Place",25,"White","Male","B",1,4,2000,2,FALSE,"n/a","Guilty Plea"
"849",849,2017,1,2017-01-25,"Before","Harris County",19,"White","Male","B",1,14,5000,9,FALSE,"n/a","Guilty Plea"
"850",850,2018,2,2018-02-14,"Before","Other Place",30,"White","Male","B",1,15,5000,9,FALSE,"n/a","Dismissed"
"851",851,2020,4,2020-04-17,"After","Harris County",26,"Latinx","Male","Violent",1,6,0,1,FALSE,"n/a","Guilty Plea"
"852",852,2017,4,2017-04-17,"Before","Other Place",38,"White","Male","A",0,1,1000,16,FALSE,"n/a","Guilty Plea"
"853",853,2021,5,2021-05-21,"After","Harris County",20,"White","Male","Violent",1,3,0,1,TRUE,"Released","Acquitted"
"854",854,2020,1,2020-01-10,"After","Other Place",28,"White","Male","Violent",0,1,1500,1,FALSE,"n/a","Guilty Plea"
"855",855,2022,3,2022-03-06,"After","Harris County",34,"White","Male","B",1,5,0,1,FALSE,"n/a","Guilty Plea"
"856",856,2018,11,2018-11-06,"Before","Other Place",30,"White","Male","B",1,4,2000,1,FALSE,"n/a","Guilty Plea"
"857",857,2021,1,2021-01-17,"After","Harris County",39,"Black","Male","A",0,1,0,1,FALSE,"n/a","Guilty Plea"
"858",858,2018,2,2018-02-12,"Before","Harris County",52,"White","Male","B",0,1,500,52,FALSE,"n/a","Guilty Plea"
"859",859,2017,4,2017-04-24,"Before","Other Place",19,"Black","Female","B",1,2,1000,121,FALSE,"n/a","Guilty Plea"
"860",860,2017,3,2017-03-23,"Before","Harris County",29,"Latinx","Male","A",1,12,5000,53,FALSE,"n/a","Guilty Plea"
"861",861,2018,11,2018-11-03,"Before","Other Place",24,"Black","Male","B",1,6,3000,1,FALSE,"n/a","Guilty Plea"
"862",862,2017,12,2017-12-07,"Before","Harris County",22,"Black","Male","B",1,5,2500,27,FALSE,"n/a","Guilty Plea"
"863",863,2019,5,2019-05-25,"Before","Harris County",31,"Black","Male","Violent",1,13,10000,49,FALSE,"n/a","Guilty Plea"
"864",864,2022,2,2022-02-13,"After","Harris County",45,"White","Male","B",1,12,0,1,FALSE,"n/a","Dismissed"
"865",865,2020,4,2020-04-29,"After","Harris County",31,"Black","Male","Violent",1,27,0,1,FALSE,"n/a","Guilty Plea"
"866",866,2018,7,2018-07-09,"Before","Harris County",39,"White","Male","B",1,6,3000,14,FALSE,"n/a","Dismissed"
"867",867,2022,8,2022-08-06,"After","Harris County",23,"White","Female","A",0,1,0,1,TRUE,"Released","Acquitted"
"868",868,2020,7,2020-07-03,"After","Other Place",19,"Black","Male","B",1,7,3500,1,FALSE,"n/a","Guilty Plea"
"869",869,2021,4,2021-04-12,"After","Other Place",34,"White","Male","B",1,5,2500,197,FALSE,"n/a","Dismissed"
"870",870,2022,8,2022-08-08,"After","Other Place",40,"Black","Male","B",1,3,1500,105,FALSE,"n/a","Guilty Plea"
"871",871,2017,10,2017-10-08,"Before","Other Place",34,"Black","Male","B",1,18,5000,14,FALSE,"n/a","Dismissed"
"872",872,2020,7,2020-07-18,"After","Other Place",34,"Black","Male","B",0,1,500,2,FALSE,"n/a","Guilty Plea"
"873",873,2021,2,2021-02-21,"After","Harris County",42,"Black","Male","A",1,19,0,1,FALSE,"n/a","Guilty Plea"
"874",874,2019,3,2019-03-06,"Before","Other Place",38,"Black","Male","B",1,2,1000,1,FALSE,"n/a","Guilty Plea"
"875",875,2020,2,2020-02-21,"After","Other Place",27,"White","Male","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"876",876,2019,10,2019-10-09,"Before","Other Place",27,"White","Male","B",1,10,5000,46,TRUE,"Detained","Acquitted"
"877",877,2022,3,2022-03-09,"After","Harris County",27,"Black","Male","B",0,1,0,1,TRUE,"Released","Acquitted"
"878",878,2021,11,2021-11-11,"After","Other Place",35,"White","Male","Violent",0,1,1500,3,FALSE,"n/a","Dismissed"
"879",879,2019,11,2019-11-01,"Before","Harris County",20,"Black","Male","Violent",1,4,6000,31,FALSE,"n/a","Guilty Plea"
"880",880,2017,8,2017-08-25,"Before","Other Place",35,"Latinx","Male","A",0,1,1000,180,FALSE,"n/a","Guilty Plea"
"881",881,2022,1,2022-01-17,"After","Other Place",30,"Black","Male","A",1,10,5000,1,FALSE,"n/a","Guilty Plea"
"882",882,2021,1,2021-01-31,"After","Harris County",21,"Latinx","Male","B",1,9,0,1,FALSE,"n/a","Dismissed"
"883",883,2019,9,2019-09-08,"Before","Harris County",41,"White","Male","A",0,1,1000,1,FALSE,"n/a","Dismissed"
"884",884,2022,2,2022-02-17,"After","Harris County",28,"Black","Male","Violent",0,1,0,1,TRUE,"Released","Acquitted"
"885",885,2021,6,2021-06-14,"After","Other Place",42,"White","Male","A",1,5,5000,64,FALSE,"n/a","Dismissed"
"886",886,2019,10,2019-10-30,"Before","Harris County",24,"White","Male","A",1,2,2000,91,FALSE,"n/a","Dismissed"
"887",887,2017,2,2017-02-14,"Before","Harris County",43,"White","Male","A",1,6,5000,39,FALSE,"n/a","Guilty Plea"
"888",888,2022,8,2022-08-07,"After","Harris County",52,"Black","Female","A",1,15,0,1,FALSE,"n/a","Guilty Plea"
"889",889,2019,5,2019-05-20,"Before","Other Place",28,"Black","Male","Violent",1,4,6000,129,FALSE,"n/a","Guilty Plea"
"890",890,2020,4,2020-04-03,"After","Harris County",27,"Latinx","Male","B",1,14,0,1,FALSE,"n/a","Guilty Plea"
"891",891,2017,9,2017-09-10,"Before","Harris County",40,"Black","Male","B",1,2,1000,25,FALSE,"n/a","Guilty Plea"
"892",892,2019,12,2019-12-24,"Before","Other Place",39,"White","Female","A",0,1,1000,1,FALSE,"n/a","Guilty Plea"
"893",893,2021,6,2021-06-16,"After","Other Place",42,"White","Male","Violent",1,3,4500,10,FALSE,"n/a","Guilty Plea"
"894",894,2022,10,2022-10-25,"After","Other Place",25,"Black","Male","B",1,23,5000,81,FALSE,"n/a","Dismissed"
"895",895,2017,10,2017-10-26,"Before","Other Place",23,"White","Male","B",1,8,4000,4,FALSE,"n/a","Dismissed"
"896",896,2022,8,2022-08-31,"After","Other Place",40,"White","Male","Violent",1,3,4500,4,FALSE,"n/a","Dismissed"
"897",897,2019,10,2019-10-17,"Before","Other Place",39,"Black","Male","B",1,4,2000,2,FALSE,"n/a","Guilty Plea"
"898",898,2020,3,2020-03-26,"After","Harris County",21,"White","Male","A",0,1,0,1,FALSE,"n/a","Dismissed"
"899",899,2022,10,2022-10-31,"After","Harris County",35,"Latinx","Female","B",1,20,0,1,FALSE,"n/a","Dismissed"
"900",900,2022,9,2022-09-24,"After","Harris County",24,"White","Male","B",1,20,0,1,FALSE,"n/a","Guilty Plea"
"901",901,2022,5,2022-05-30,"After","Other Place",33,"White","Female","B",1,4,2000,90,FALSE,"n/a","Guilty Plea"
"902",902,2019,3,2019-03-09,"Before","Other Place",36,"White","Male","Violent",0,1,1500,2,FALSE,"n/a","Guilty Plea"
"903",903,2018,11,2018-11-25,"Before","Harris County",27,"Black","Male","B",0,1,500,28,FALSE,"n/a","Guilty Plea"
"904",904,2022,3,2022-03-01,"After","Harris County",29,"Black","Male","A",1,11,0,1,FALSE,"n/a","Guilty Plea"
"905",905,2022,8,2022-08-20,"After","Harris County",30,"White","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"906",906,2018,12,2018-12-13,"Before","Other Place",27,"Black","Female","A",1,11,5000,88,FALSE,"n/a","Guilty Plea"
"907",907,2021,10,2021-10-03,"After","Harris County",33,"Black","Male","A",0,1,0,1,FALSE,"n/a","Guilty Plea"
"908",908,2022,2,2022-02-02,"After","Other Place",20,"Latinx","Male","B",1,5,2500,16,FALSE,"n/a","Dismissed"
"909",909,2018,5,2018-05-23,"Before","Harris County",37,"Latinx","Male","B",1,7,3500,1,FALSE,"n/a","Guilty Plea"
"910",910,2019,7,2019-07-02,"Before","Harris County",46,"Black","Male","B",1,4,2000,39,FALSE,"n/a","Dismissed"
"911",911,2021,4,2021-04-04,"After","Other Place",21,"Latinx","Male","B",1,10,5000,80,FALSE,"n/a","Guilty Plea"
"912",912,2020,2,2020-02-09,"After","Other Place",23,"White","Male","Violent",1,10,10000,1,FALSE,"n/a","Dismissed"
"913",913,2022,9,2022-09-18,"After","Harris County",38,"Black","Male","B",1,7,0,1,FALSE,"n/a","Dismissed"
"914",914,2019,3,2019-03-04,"Before","Other Place",30,"White","Male","B",0,1,500,18,FALSE,"n/a","Dismissed"
"915",915,2022,9,2022-09-06,"After","Other Place",36,"Black","Male","Violent",1,4,6000,29,FALSE,"n/a","Guilty Plea"
"916",916,2022,1,2022-01-09,"After","Harris County",19,"Black","Male","A",0,1,0,1,TRUE,"Released","Acquitted"
"917",917,2019,6,2019-06-24,"Before","Harris County",21,"White","Male","B",1,12,5000,6,FALSE,"n/a","Guilty Plea"
"918",918,2019,4,2019-04-21,"Before","Harris County",37,"White","Female","B",1,3,1500,82,FALSE,"n/a","Dismissed"
"919",919,2020,2,2020-02-17,"After","Other Place",29,"Black","Female","B",1,17,5000,85,FALSE,"n/a","Dismissed"
"920",920,2019,8,2019-08-13,"Before","Other Place",40,"Black","Male","B",0,1,500,2,FALSE,"n/a","Guilty Plea"
"921",921,2021,4,2021-04-15,"After","Harris County",22,"White","Male","Violent",1,3,0,1,FALSE,"n/a","Dismissed"
"922",922,2018,1,2018-01-26,"Before","Harris County",31,"Latinx","Male","Violent",1,8,10000,21,FALSE,"n/a","Guilty Plea"
"923",923,2020,8,2020-08-05,"After","Harris County",35,"Black","Male","Violent",1,17,0,1,FALSE,"n/a","Guilty Plea"
"924",924,2021,5,2021-05-20,"After","Other Place",28,"Latinx","Female","B",1,24,5000,64,FALSE,"n/a","Dismissed"
"925",925,2020,10,2020-10-08,"After","Harris County",22,"Black","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"926",926,2020,2,2020-02-10,"After","Other Place",41,"White","Male","B",1,3,1500,1,FALSE,"n/a","Guilty Plea"
"927",927,2020,9,2020-09-26,"After","Other Place",25,"Latinx","Male","Violent",1,6,9000,1,FALSE,"n/a","Guilty Plea"
"928",928,2020,8,2020-08-11,"After","Other Place",35,"Black","Male","B",1,3,1500,45,FALSE,"n/a","Dismissed"
"929",929,2022,10,2022-10-13,"After","Harris County",24,"Latinx","Male","Violent",1,2,0,1,FALSE,"n/a","Guilty Plea"
"930",930,2018,8,2018-08-27,"Before","Harris County",30,"Other","Male","B",0,1,500,46,FALSE,"n/a","Guilty Plea"
"931",931,2022,7,2022-07-30,"After","Other Place",51,"Black","Male","B",1,15,5000,40,FALSE,"n/a","Guilty Plea"
"932",932,2020,1,2020-01-02,"After","Other Place",28,"Latinx","Male","Violent",0,1,1500,12,FALSE,"n/a","Dismissed"
"933",933,2020,6,2020-06-09,"After","Other Place",51,"White","Male","Violent",0,1,1500,78,TRUE,"Detained","Acquitted"
"934",934,2020,9,2020-09-27,"After","Other Place",33,"Black","Male","A",1,5,5000,6,FALSE,"n/a","Guilty Plea"
"935",935,2017,9,2017-09-01,"Before","Harris County",22,"Black","Male","A",1,3,3000,20,FALSE,"n/a","Dismissed"
"936",936,2018,10,2018-10-06,"Before","Harris County",30,"Black","Male","B",1,3,1500,98,FALSE,"n/a","Guilty Plea"
"937",937,2022,11,2022-11-07,"After","Other Place",24,"White","Female","B",1,8,4000,188,FALSE,"n/a","Dismissed"
"938",938,2018,2,2018-02-25,"Before","Other Place",37,"Latinx","Male","A",0,1,1000,1,FALSE,"n/a","Guilty Plea"
"939",939,2019,9,2019-09-13,"Before","Harris County",42,"White","Male","B",1,11,5000,19,FALSE,"n/a","Guilty Plea"
"940",940,2017,2,2017-02-03,"Before","Harris County",35,"Other","Female","A",1,3,3000,13,FALSE,"n/a","Dismissed"
"941",941,2020,12,2020-12-29,"After","Harris County",32,"White","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"942",942,2021,2,2021-02-03,"After","Harris County",22,"Black","Male","B",1,8,0,1,FALSE,"n/a","Dismissed"
"943",943,2017,4,2017-04-09,"Before","Other Place",23,"White","Male","B",0,1,500,23,FALSE,"n/a","Dismissed"
"944",944,2020,1,2020-01-22,"After","Harris County",31,"Latinx","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"945",945,2018,12,2018-12-12,"Before","Other Place",42,"White","Male","B",1,8,4000,1,FALSE,"n/a","Dismissed"
"946",946,2021,3,2021-03-06,"After","Other Place",24,"White","Female","A",1,5,5000,9,TRUE,"Released","Acquitted"
"947",947,2017,1,2017-01-14,"Before","Other Place",24,"Black","Male","B",1,8,4000,25,FALSE,"n/a","Guilty Plea"
"948",948,2020,5,2020-05-07,"After","Harris County",41,"Black","Male","A",1,14,0,1,TRUE,"Released","Acquitted"
"949",949,2017,12,2017-12-04,"Before","Other Place",22,"White","Male","B",1,3,1500,1,FALSE,"n/a","Dismissed"
"950",950,2020,4,2020-04-29,"After","Other Place",44,"White","Male","B",1,12,5000,29,FALSE,"n/a","Guilty Plea"
"951",951,2018,6,2018-06-07,"Before","Harris County",27,"Black","Male","B",1,2,1000,17,FALSE,"n/a","Guilty Plea"
